sku,category,size,fabric,base_price
RG104PRCC00001-1,Other,2 XL,Dry Fit,₹999.00
RG104PRCC00001-1,Other,2 XL,Cotton,₹999.00
RG104PRCC00001-1,Other,3 XL,Dry Fit,₹999.00
RG104PRCC00001-1,Other,3 XL,Cotton,₹999.00
RG104PRCC00001-1,Other,4 XL,Dry Fit,₹999.00
RG104PRCC00001-1,Other,4 XL,Cotton,₹999.00
RG104PRCC00001-1,Other,5 XL,Dry Fit,₹999.00
RG104PRCC00001-1,Other,5 XL,Cotton,₹999.00
RG104PRCC00001-1,Other,6 XL,Dry Fit,₹999.00
RG104PRCC00001-1,Other,6 XL,Cotton,₹999.00
