sku,product_name,category,price,description,sizes,fabrics,product_url
RG104PRCC00001-1,Dry Fit or Cotton Customised Men T-Shirt Fully Print,Other,₹999.00,"These cool, one of a kind T-Shirts can be personalized as per your imagination. You can sport your individualism with your own design on your clothing. Create your own style statement with these printed T-Shirts. Be stylish. Easy maintenance and comfort your body with this finely stitched T-Shirts.","2 XL,3 XL,4 XL,5 XL,6 XL","Dry Fit,Cotton",https://rightgifting.com/fashion/plus-size/tshirt/t-shirtrg104prcc00001.html
