sku,category,size,fabric,base_price
RG104PRFST012,Men,Small,Polyester,₹770.00
RG104PRFST012,Men,Small,Cotton,₹770.00
RG104PRFST012,Men,Medium,Polyester,₹770.00
RG104PRFST012,Men,Medium,Cotton,₹770.00
RG104PRFST012,Men,Large,Polyester,₹770.00
RG104PRFST012,Men,Large,Cotton,₹770.00
RG104PRFST012,Men,Extra Large,Polyester,₹770.00
RG104PRFST012,Men,Extra Large,Cotton,₹770.00
RG104PRFST012,Men,XXL,Polyester,₹770.00
RG104PRFST012,Men,XXL,Cotton,₹770.00
