sku,category,size,fabric,base_price
RG104SS5T0010,Other,Small,Polyester,₹319.00
RG104SS5T0010,Other,Small,Cotton,₹319.00
RG104SS5T0010,Other,Medium,Polyester,₹319.00
RG104SS5T0010,Other,Medium,Cotton,₹319.00
RG104SS5T0010,Other,Large,Polyester,₹319.00
RG104SS5T0010,Other,Large,Cotton,₹319.00
RG104SS5T0010,Other,Extra Large,Polyester,₹319.00
RG104SS5T0010,Other,Extra Large,Cotton,₹319.00
RG104SS5T0010,Other,XXL,Polyester,₹319.00
RG104SS5T0010,Other,XXL,Cotton,₹319.00
