sku,product_name,category,price,description,sizes,fabrics,product_url
RG153PRFB00030,T-Shirt,Kids,₹669.00,"Create fun and smart Custom T-Shirts for boys with your photos, words or designs.",,,https://rightgifting.com/fashion/kids/t-shirtrg153prfb00030.html
