sku,category,size,fabric,base_price
RG104UDICT001,Other,Small,Polyester,₹395.00
RG104UDICT001,Other,Small,Cotton,₹395.00
RG104UDICT001,Other,Medium,Polyester,₹395.00
RG104UDICT001,Other,Medium,Cotton,₹395.00
RG104UDICT001,Other,Large,Polyester,₹395.00
RG104UDICT001,Other,Large,Cotton,₹395.00
RG104UDICT001,Other,Extra Large,Polyester,₹395.00
RG104UDICT001,Other,Extra Large,Cotton,₹395.00
RG104UDICT001,Other,XXL,Polyester,₹395.00
RG104UDICT001,Other,XXL,Cotton,₹395.00
