sku,category,size,fabric,base_price
RG151PRAB0008,Women,Small,Polyester,₹770.00
RG151PRAB0008,Women,Small,Cotton,₹770.00
RG151PRAB0008,Women,Medium,Polyester,₹770.00
RG151PRAB0008,Women,Medium,Cotton,₹770.00
RG151PRAB0008,Women,Large,Polyester,₹770.00
RG151PRAB0008,Women,Large,Cotton,₹770.00
RG151PRAB0008,Women,Extra Large,Polyester,₹770.00
RG151PRAB0008,Women,Extra Large,Cotton,₹770.00
RG151PRAB0008,Women,XXL,Polyester,₹770.00
RG151PRAB0008,Women,XXL,Cotton,₹770.00
