sku,product_name,category,price,description,sizes,fabrics,product_url
RG104ML3T0003,Comfortable Fabric Digital Print Mens T-shirt in A3 Print,Other,₹495.00,"Our plus-size t-shirts are all about embracing individuality and confidence. Whether you're looking for a fun way to express yourself or a comfortable staple for everyday wear, we've got you covered. So go ahead, get creative, and make a statement with fashion that's as bold as you are!","Small,Medium,Large,Extra Large,XXL","Polyester,Cotton",https://rightgifting.com/fashion/plus-size/tshirt/t-shirtrg104ml3t0003.html
