sku,category,size,fabric,base_price
RG104ML3T0003,Other,Small,Polyester,₹495.00
RG104ML3T0003,Other,Small,Cotton,₹495.00
RG104ML3T0003,Other,Medium,Polyester,₹495.00
RG104ML3T0003,Other,Medium,Cotton,₹495.00
RG104ML3T0003,Other,Large,Polyester,₹495.00
RG104ML3T0003,Other,Large,Cotton,₹495.00
RG104ML3T0003,Other,Extra Large,Polyester,₹495.00
RG104ML3T0003,Other,Extra Large,Cotton,₹495.00
RG104ML3T0003,Other,XXL,Polyester,₹495.00
RG104ML3T0003,Other,XXL,Cotton,₹495.00
