sku,name,price,description,url
RG182PRLG0008,Women's Gym & Yoga style Printed Legging - Machine wash leggings for Women,"₹1,439.00","Translate your creativity into one of a kind leggings. Great quality, and unique leggings to show off your personal designs. Your design will be printed directly onto fabric and then cut and sewn by hand for best results. For your own snug and comfort fittings.",https://rightgifting.com/fashion/her/legging/leggingrg182prlg0008.html
