sku,name,category,price,description,sizes,fabrics,product_url
RG104PRTG00058,"Small, Medium, Large, Extra-Large, XXL Size A3 Print T-shirt",Men,₹395.00,"Own your vibe with our customizable men's t-shirts! Print your personality, passions, or humor on high-quality tees that fit like a dream. From gaming and sports to music and memes, our designs let you rep what matters most.",,,https://rightgifting.com/fashion/him/t-shirt/t-shirtrg104prtg00058.html
