sku,name,price,description,url
RG177CPSM0013,Eye Mask,₹469.00,"Feel less stressed, get deep sleep and feel more relaxed with personalized eye mask. Our custom made soft padded double layered eye mask is a great sleeping aid, Meditation aid, and Travel accessory. It is good for Parties, Team building exercises and as gift item. Add your photos, designs and text to create a personalized sleeping mask which you will be proud to wear. Our luxurious customized eye masks are ideal for those on the go; simply slip on the eye mask for the peaceful snooze you deserve, custom printed with your own design. Ideal for both men & women Your photos printed on the front of the mask Choice of six colors for the binding trim Black, blue, pink, green, stone and maroon Quilted cushion for comfortable eye padding Black lining in Duchess Satin Flat elastic strap for around head Handmade Silky comfortable material Perfect for travelling",https://rightgifting.com/catalog/product/view/id/15885/s/eye-mask-rg177cpsm0013/category/1600/
