sku,product_name,category,price,description,sizes,fabrics,product_url
RG104PRHO0007,T-Shirt,Other,₹770.00,"These cool, one of a kind T-Shirts can be personalized as per your imagination. You can sport your individualism with your own design on your clothing. Create your own style statement with these printed T-Shirts. Be stylish. Easy maintenance and comfort your body with this finely stitched T-Shirts.",,,https://rightgifting.com/product-collection/t-shirtrg104prho0007.html
