sku,product_name,category,price,description,sizes,fabrics,product_url
RG151NRLD0009,Women's Trendy Custom T-Shirt - Photo Print Edition,Women,₹369.00,"Because sass looks best in cotton. Say it loud (and comfy) with our “I Asked for Pizza, Not Your Opinion” T-shirt — made from soft, breathable cotton that fits just right. Perfect for your weekend mood or gifting a friend with attitude. Super-soft cotton blend for all-day comfort Bold digital print that lasts wash after wash Perfect quirky gift for friends or yourself Breathable, lightweight & easy to wear","Small,Medium,Large,Extra Large,XXL","Polyester,Cotton",https://rightgifting.com/fashion/her/t-shirtrg151nrld0009.html
