sku,name,category,price,description,sizes,fabrics,product_url
RG104PRFA5001,"Small, Medium, Large, Extra-Large, XXL Size A5 Print T-shirt",Men,₹319.00,Design your Dream Tee today! Stand out form the crowd with our customisable men's T-shirt.,,,https://rightgifting.com/fashion/him/t-shirt/t-shirtrg104prfa5001.html
