sku,product_name,category,price,description,sizes,fabrics,product_url
RG104PRFA0015,Create Your Own Round Neck T-shirt For Men - A3 Print,Men,₹395.00,"From bold statements to subtle nods, our customizable t-shirts let you express yourself in a way that's authentic to you. Whether you're looking for a fun gift, a personalized wardrobe staple, or a way to rep your favorite hobby or team, we've got you covered.","Small,Medium,Large,Extra Large,XXL","Polyester,Cotton",https://rightgifting.com/fashion/him/t-shirtrg104prfa0015.html
