sku,category,size,fabric,base_price
RG151PRAb0003,Women,Small,Polyester,₹770.00
RG151PRAb0003,Women,Small,Cotton,₹770.00
RG151PRAb0003,Women,Medium,Polyester,₹770.00
RG151PRAb0003,Women,Medium,Cotton,₹770.00
RG151PRAb0003,Women,Large,Polyester,₹770.00
RG151PRAb0003,Women,Large,Cotton,₹770.00
RG151PRAb0003,Women,Extra Large,Polyester,₹770.00
RG151PRAb0003,Women,Extra Large,Cotton,₹770.00
RG151PRAb0003,Women,XXL,Polyester,₹770.00
RG151PRAb0003,Women,XXL,Cotton,₹770.00
