sku,product_name,category,price,description,sizes,fabrics,product_url
RG151PRAb0003,Women's T-Shirt,Women,₹770.00,"From chic and subtle to bold and playful, our personalized t-shirts let you showcase your personality and individuality. Treat yourself or gift someone special – our tees are sure to impress!""","Small,Medium,Large,Extra Large,XXL","Polyester,Cotton",https://rightgifting.com/fashion/her/t-shirtrg151prab0003.html
