sku,name,price,description,url
RG104PRIC0020A-1,Cricket T-Shirt,₹770.00,"Go ahead and get your unique personalized team & sportswear T-shirts with our super easy platform. Customize Team T-Shirts for your College, Sports Team or Corporate Event. Personalized work wear- You can make yours today.",https://rightgifting.com/sport/wearbles/t-shirt/team-t-shirt-8.html
