sku,category,size,fabric,base_price
RG104PRFA5004,Other,Small,Polyester,₹319.00
RG104PRFA5004,Other,Small,Cotton,₹319.00
RG104PRFA5004,Other,Medium,Polyester,₹319.00
RG104PRFA5004,Other,Medium,Cotton,₹319.00
RG104PRFA5004,Other,Large,Polyester,₹319.00
RG104PRFA5004,Other,Large,Cotton,₹319.00
RG104PRFA5004,Other,Extra Large,Polyester,₹319.00
RG104PRFA5004,Other,Extra Large,Cotton,₹319.00
RG104PRFA5004,Other,XXL,Polyester,₹319.00
RG104PRFA5004,Other,XXL,Cotton,₹319.00
