sku,category,size,fabric,base_price
RG104MS3T0007,Other,Small,Polyester,₹395.00
RG104MS3T0007,Other,Small,Cotton,₹395.00
RG104MS3T0007,Other,Medium,Polyester,₹395.00
RG104MS3T0007,Other,Medium,Cotton,₹395.00
RG104MS3T0007,Other,Large,Polyester,₹395.00
RG104MS3T0007,Other,Large,Cotton,₹395.00
RG104MS3T0007,Other,Extra Large,Polyester,₹395.00
RG104MS3T0007,Other,Extra Large,Cotton,₹395.00
RG104MS3T0007,Other,XXL,Polyester,₹395.00
RG104MS3T0007,Other,XXL,Cotton,₹395.00
