sku,category,size,fabric,base_price
RG104CT5T0015,Other,Small,Polyester,₹319.00
RG104CT5T0015,Other,Small,Cotton,₹319.00
RG104CT5T0015,Other,Medium,Polyester,₹319.00
RG104CT5T0015,Other,Medium,Cotton,₹319.00
RG104CT5T0015,Other,Large,Polyester,₹319.00
RG104CT5T0015,Other,Large,Cotton,₹319.00
RG104CT5T0015,Other,Extra Large,Polyester,₹319.00
RG104CT5T0015,Other,Extra Large,Cotton,₹319.00
RG104CT5T0015,Other,XXL,Polyester,₹319.00
RG104CT5T0015,Other,XXL,Cotton,₹319.00
