sku,product_name,category,price,description,sizes,fabrics,product_url
RG104PRIC0018,"Small, Medium, Large, Extra-Large, XXL Size Fully Print T-shirt",Men,₹770.00,"These cool, one of a kind T-Shirts can be personalized as per your imagination. You can sport your individualism with your own design on your clothing. Create your own style statement with these printed T-Shirts. Be stylish. Easy maintenance and comfort your body with this finely stitched T-Shirts.",,,https://rightgifting.com/fashion/him/t-shirtrg104pric0018.html
