sku,name,category,price,description,sizes,fabrics,product_url
RG104PRFA0001,T-shirt  Mens A3 Print,Men,₹395.00,One of a kind T-Shirt can be customize as per your imagination,"Small,Medium,Large,Extra Large,XXL","Polyester,Cotton",https://rightgifting.com/fashion/him/t-shirt/t-shirtrg104prfa0001.html
