sku,name,price,description,url
RG153PRKDL001,Boys T-Shirt,₹669.00,"Make your little boy feel on top of the world with their very own unique t-shirt! Custom and personalize the t-shirt with his name, cartoons, super heroes, photos. Make celebrations more special by making -a first day of kindergarten t-shirt, a birthday t-shirt, losing their first tooth. Your kids will look their best in their personalized t-shirts so get your exclusive kids t-shirt now.",https://rightgifting.com/fashion/babies/t-shirt/boys-t-shirt.html.html
