sku,name,category,price,description,sizes,fabrics,product_url
RG104PRFA4001,Fabric Printed Customised Round Neck T-shirt For Men A4 Print,Men,₹369.00,"Make a statement, gift a friend, or simply treat yourself. Our tees are designed for comfort and self-expression. Get creative and wear your uniqueness loud and proud","Small,Medium,Large,Extra Large,XXL","Polyester,Cotton",https://rightgifting.com/fashion/him/t-shirt/1-t-shirtrg104prfa4001.html
