sku,category,size,fabric,base_price
RG104AA5T0009,Other,Small,Polyester,₹319.00
RG104AA5T0009,Other,Small,Cotton,₹319.00
RG104AA5T0009,Other,Medium,Polyester,₹319.00
RG104AA5T0009,Other,Medium,Cotton,₹319.00
RG104AA5T0009,Other,Large,Polyester,₹319.00
RG104AA5T0009,Other,Large,Cotton,₹319.00
RG104AA5T0009,Other,Extra Large,Polyester,₹319.00
RG104AA5T0009,Other,Extra Large,Cotton,₹319.00
RG104AA5T0009,Other,XXL,Polyester,₹319.00
RG104AA5T0009,Other,XXL,Cotton,₹319.00
