sku,category,size,fabric,base_price
RG104MP3T0004,Other,Small,Dry Fit,₹495.00
RG104MP3T0004,Other,Small,Cotton,₹495.00
RG104MP3T0004,Other,Medium,Dry Fit,₹495.00
RG104MP3T0004,Other,Medium,Cotton,₹495.00
RG104MP3T0004,Other,Large,Dry Fit,₹495.00
RG104MP3T0004,Other,Large,Cotton,₹495.00
RG104MP3T0004,Other,Extra Large,Dry Fit,₹495.00
RG104MP3T0004,Other,Extra Large,Cotton,₹495.00
RG104MP3T0004,Other,XXL,Dry Fit,₹495.00
RG104MP3T0004,Other,XXL,Cotton,₹495.00
