sku,product_name,category,price,description,sizes,fabrics,product_url
RG104CS5T0014,Round Neck Jersey Polyester/Cotton Multi Wash A5 Print Mens T-shirt,Other,₹319.00,"Mens Regular Fit Round Neck Cotton / Jersey Polyester T-Shirt WASH CARE : Machine Wash,Do Not Bleach,Regular Hand Wash,Wash with similar colours. MATERIAL : Available both Cotton or Jersey Polyester | NECK : Round Neck | : SLEEVES : Half Sleeve DURABLE STITCH & QUALITY FINISH : These T-shirts are stitched for higher durability using the best technology in the industry. After stitching, these products are finished and Quality checked for Size and any kinds of defects before packing. SMOOTH & SOFT FABRIC : These Cotton T-shirts or Jersey Polyester are very smooth and soft making them comfortable to wear during all Seasons. This fabric is Durable, Odourless it ensures the T-shirt colour to be intact even after repeated washes. The T-shirt is Customisable with Your Own Image, Texts or Art works Package Contents : 1 Men's T-Shirt","Small,Medium,Large,Extra Large,XXL","Polyester,Cotton",https://rightgifting.com/customized/t-shirt-3183/t-shirtrg104cs5t0014.html
