sku,category,size,fabric,base_price
RG104EDCT0003,Other,Small,Polyester,₹395.00
RG104EDCT0003,Other,Small,Cotton,₹395.00
RG104EDCT0003,Other,Medium,Polyester,₹395.00
RG104EDCT0003,Other,Medium,Cotton,₹395.00
RG104EDCT0003,Other,Large,Polyester,₹395.00
RG104EDCT0003,Other,Large,Cotton,₹395.00
RG104EDCT0003,Other,Extra Large,Polyester,₹395.00
RG104EDCT0003,Other,Extra Large,Cotton,₹395.00
RG104EDCT0003,Other,XXL,Polyester,₹395.00
RG104EDCT0003,Other,XXL,Cotton,₹395.00
