sku,name,price,description,url
RG104PRAB002white,1.A3 Printed T-Shirt,₹395.00,"Mens Regular Fit Round Neck Cotton / Jersey Polyester T-Shirt WASH CARE : Machine Wash,Do Not Bleach,Regular Hand Wash,Wash with similar colours. MATERIAL : Available both Cotton or Jersey Polyester | NECK : Round Neck | : SLEEVES : Half Sleeve DURABLE STITCH & QUALITY FINISH : These T-shirts are stitched for higher durability using the best technology in the industry. After stitching, these products are finished and Quality checked for Size and any kinds of defects before packing. SMOOTH & SOFT FABRIC : These Cotton T-shirts or Jersey Polyester are very smooth and soft making them comfortable to wear during all Seasons. This fabric is Durable, Odourless it ensures the T-shirt colour to be intact even after repeated washes. The T-shirt is Customisable with Your Own Image, Texts or Art works Package Contents : 1 Men's T-Shirt",https://rightgifting.com/fashion/him/t-shirt/1-t-shirt-1891.html.html
