sku,product_name,category,price,description,sizes,fabrics,product_url
RG104LAFP0024,Customised Round Neck T-shirt Fully Digital Printed Fashion T-shirt,Other,₹770.00,"These cool, one of a kind T-Shirts can be personalized as per your imagination. You can sport your individualism with your own design on your clothing. Create your own style statement with these printed T-Shirts. Be stylish. Easy maintenance and comfort your body with this finely stitched T-Shirts.","Small,Medium,Large,Extra Large,XXL",,https://rightgifting.com/customized/t-shirt-3183/t-shirtrg104lafp0024.html
