sku,category,size,fabric,base_price
RG104BB5T0013,Other,Small,Polyester,₹319.00
RG104BB5T0013,Other,Small,Cotton,₹319.00
RG104BB5T0013,Other,Medium,Polyester,₹319.00
RG104BB5T0013,Other,Medium,Cotton,₹319.00
RG104BB5T0013,Other,Large,Polyester,₹319.00
RG104BB5T0013,Other,Large,Cotton,₹319.00
RG104BB5T0013,Other,Extra Large,Polyester,₹319.00
RG104BB5T0013,Other,Extra Large,Cotton,₹319.00
RG104BB5T0013,Other,XXL,Polyester,₹319.00
RG104BB5T0013,Other,XXL,Cotton,₹319.00
