sku,category,size,fabric,base_price
RG104HDHH1004,Other,Small,Polyester,₹395.00
RG104HDHH1004,Other,Small,Cotton,₹395.00
RG104HDHH1004,Other,Medium,Polyester,₹395.00
RG104HDHH1004,Other,Medium,Cotton,₹395.00
RG104HDHH1004,Other,Large,Polyester,₹395.00
RG104HDHH1004,Other,Large,Cotton,₹395.00
RG104HDHH1004,Other,Extra Large,Polyester,₹395.00
RG104HDHH1004,Other,Extra Large,Cotton,₹395.00
RG104HDHH1004,Other,XXL,Polyester,₹395.00
RG104HDHH1004,Other,XXL,Cotton,₹395.00
