sku,product_name,category,price,description,sizes,fabrics,product_url
RG214LLCT0002,Multi Wash Fabric Customised Couple T-shirt,Other,"₹1,439.00","These cool, one of a kind T-Shirts can be personalized couple t shirts as per your imagination. You can sport your individualism with your own design on your clothing. Create your own style statement with these printed customized couple t shirts. Be stylish. Easy maintenance and comfort your body with this finely stitched T-Shirts.",,,https://rightgifting.com/occasion/valentine-s-day/couple-t-shirts/couple-t-shirtrg214llct0002.html
